Section,Category,Type,Manufactured,Price,Energy_value
Напитки,"Соки, нектары",Соки,"ОАО ""Сады Придонья""",36,46.0
Бакалея,"Соль, сахар, специи",Специи и приправы,"ООО ""Проммикс""",42,396.0
Бакалея,Крупы и макаронные изделия,Макароны и паста,"ООО ""МФ МАКРОНА""",42,340.0
"Мясо, рыба, кулинария","Рыба, икра, морепродукты",Замороженная рыба,"ООО ""РЫБНАЯ КОМПАНИЯ ""ПОЛЯРНОЕ МОРЕ+""",429,77.0
Детские товары,Детское питание,"Чай, батончики, печенье","Kruger GmbH &amp, Co. KG",169,389.0
"Молочные продукты, сыр, яйца","Масло сливочное, маргарин",Масло сливочное,"АО ""Учебно-опытный молочный завод"" ВГМХА им. Н.В. Верещагина",277,750.0
"Молочные продукты, сыр, яйца",Сыры,Сыры твердые и полутвердые,"ООО ""Невские сыры""",129,340.0
"Молочные продукты, сыр, яйца","Молоко, сливки",Молоко,Молочный комбинат Воронежский ПАО,82,58.8
Детские товары,Детское питание,Детское пюре,Slovacka Fruta a.s.,118,95.0
Товары для животных,Корма и лакомства,Корма и лакомства для собак,Шандонг Люшес Пет Фуд Ко.,227,226.0
"Молочные продукты, сыр, яйца",Йогурт,Йогурты традиционные,"АО ""Данон Россия""",48,87.0
Товары для животных,Корма и лакомства,Корма и лакомства для кошек,"ООО ""Марс""",21,40.0
Собственное производство,Пекарня,Хлеб,"ООО ""Гиперглобус""",63,257.0
"Мясо, рыба, кулинария","Рыба, икра, морепродукты",Сушеная и вяленая рыба,"ООО ""МЕТАТР""",699,175.0
"Хлеб, кондитерские изделия",Торты и пирожные,Свежие торты и пирожные,"ООО ""Хлебсервис""",194,454.0
Бакалея,"Орехи, сухофрукты, семечки",Сушеные овощи и грибы,"ООО ""Здоровая еда""",122,58.4
Напитки,"Холодный чай, кофе",None,"ООО ""Ингрия""",79,8.0
Собственное производство,Кулинария,Салаты и закуски,"ООО ""Гиперглобус""",539,388.0
"Хлеб, кондитерские изделия","Шоколад, конфеты, жевательная резинка",Шоколад и шоколадные изделия,"ТОО ""Иностранное предприятие ""Хамле Компани Лтд""",28,486.0
"Мясо, рыба, кулинария","Рыба, икра, морепродукты",Сушеная и вяленая рыба,"ООО ""Артгрупп""",119,88.0
"Хлеб, кондитерские изделия",Булочки и сладкая выпечка,Круассаны и слойки,"ООО ""Чипита Санкт-Петербург""",94,454.0
"Молочные продукты, сыр, яйца",Сыры,Сыры с плесенью,"ООО ""Красная горка""",397,234.0
"Молочные продукты, сыр, яйца",Сыры,Сыры твердые и полутвердые,"ООО ""Кипринский молочный завод""",779,390.0
Бакалея,Продукты быстрого приготовления,"Лапша, супы, пюре","ООО ""Си-Продукт""",41,370.0
"Хлеб, кондитерские изделия","Печенье, пряники, вафли",Вафли,"ЗАО БКК ""Коломенский""",29,530.0
"Мясо, рыба, кулинария","Рыба, икра, морепродукты",Замороженные морепродукты,"ООО ""Вичюнай-Русь""",999,71.5
"Мясо, рыба, кулинария","Рыба, икра, морепродукты",Рыбные закуски и пресервы,"ООО ""СОЮЗ-БИЛЛИОН""",109,249.0
"Хлеб, кондитерские изделия","Печенье, пряники, вафли","Печенье, галеты, крекеры","ООО ""КДВ ВОРОНЕЖ""",44,370.0
Замороженные продукты,"Замороженные блинчики, тесто и выпечка",Замороженная выпечка,"ООО ""Солнечные пироги""",295,191.0
